chr19	60163	60520	-	1
chr19	60163	66345	-	1
chr19	60748	66345	-	1
chr19	61895	66345	-	1
chr19	64214	66345	-	1
chr19	65227	66345	-	1
chr19	66048	66345	-	1
chr19	66134	66345	-	1
chr19	66500	70927	-	1
chr19	66500	71430	-	1
chr19	71647	72170	+	2
chr19	72275	72584	+	2
chr19	76784	76885	-	3
chr19	77091	77329	-	3
chr19	94678	96404	+	4
chr19	107556	110624	+	6
chr19	159633	169803	-	9
chr19	169837	174558	-	9
chr19	182786	191119	-	11
chr19	191355	195031	-	11
chr19	195018	195062	+	12
chr19	195147	195493	-	11
chr19	195717	195903	-	11
chr19	195952	196658	-	11
chr19	198235	200577	+	14
chr19	198548	198692	-	13
chr19	199033	199174	-	13
chr19	201663	204839	-	15
chr19	229710	230083	-	17
chr19	281538	282133	-	21
chr19	282311	282751	-	21
chr19	282810	287473	-	21
chr19	287752	288019	-	21
chr19	288172	290951	-	21
chr19	288172	291284	-	21
chr19	288172	291325	-	21
chr19	288190	291284	-	21
chr19	305704	306056	+	22
chr19	306712	307118	-	23
chr19	307537	308576	-	23
chr19	308666	308800	-	23
chr19	308926	311844	-	23
chr19	311940	312190	-	23
chr19	312273	313491	-	23
chr19	313644	325634	-	23
chr19	325705	326506	-	23
chr19	326599	327132	-	23
chr19	327257	327863	-	23
chr19	327990	330263	-	23
chr19	327990	334399	-	23
chr19	330381	334399	-	23
chr19	334543	336082	-	23
chr19	334543	344773	-	23
chr19	336174	340513	-	23
chr19	336174	344773	-	23
chr19	362427	367064	-	24
chr19	367225	371204	-	24
chr19	367225	374298	-	24
chr19	371323	372630	-	24
chr19	372701	373469	-	24
chr19	373532	373939	-	24
chr19	373532	374298	-	24
chr19	374012	374298	-	24
chr19	374422	375662	-	24
chr19	397634	398689	+	25
chr19	408402	409005	-	26
chr19	417323	418922	-	27
chr19	419057	422145	-	27
chr19	422380	430683	-	27
chr19	422457	425096	-	27
chr19	425232	430683	-	27
chr19	430748	434708	-	27
chr19	434866	436164	-	27
chr19	435962	436164	-	27
chr19	436292	436379	-	27
chr19	436432	436629	-	27
chr19	436684	438717	-	27
chr19	438838	438969	-	27
chr19	439031	439232	-	27
chr19	439031	440861	-	27
chr19	439492	440861	-	27
chr19	440933	460528	-	27
chr19	464365	467648	-	29
chr19	467763	472393	-	29
chr19	467763	474620	-	29
chr19	472502	474620	-	29
chr19	490040	501668	+	30
chr19	490354	501540	-	31
chr19	496552	497832	+	30
chr19	496552	498495	+	30
chr19	498118	498495	+	30
chr19	498826	501668	+	30
chr19	498826	504744	+	30
chr19	501625	507375	-	31
chr19	501930	504744	+	30
chr19	507845	518888	+	32
chr19	532109	535836	+	33
chr19	535924	536242	+	33
chr19	536279	541360	+	33
chr19	536341	537012	+	33
chr19	537148	538677	+	33
chr19	537148	541183	+	33
chr19	537148	541338	+	33
chr19	537148	541342	+	33
chr19	537148	541345	+	33
chr19	538769	538931	+	33
chr19	541253	541338	+	33
chr19	541427	541813	+	33
chr19	544127	547279	+	34
chr19	544127	547283	+	34
chr19	547437	548541	+	34
chr19	548678	548921	+	34
chr19	549186	549629	+	34
chr19	567625	571439	-	35
chr19	567649	571439	-	35
chr19	571580	579499	+	36
chr19	571580	580378	+	36
chr19	571597	571696	-	35
chr19	571597	572108	-	35
chr19	572702	577773	+	36
chr19	572702	579499	+	36
chr19	572702	579523	+	36
chr19	575141	577773	+	36
chr19	575141	579499	+	36
chr19	575387	579499	+	36
chr19	578122	579499	+	36
chr19	579657	580378	+	36
chr19	580462	580645	+	36
chr19	580783	581314	+	36
chr19	581592	582305	+	36
chr19	582331	582513	+	36
chr19	582583	582749	+	36
chr19	590578	603543	+	37
chr19	603968	605060	+	37
chr19	605223	607963	+	37
chr19	608183	610258	+	37
chr19	610406	613247	+	37
chr19	613489	613851	+	37
chr19	614017	615794	+	37
chr19	615941	616708	-	39
chr19	617324	617418	-	40
chr19	617481	617569	-	40
chr19	617656	617776	-	40
chr19	617850	618487	-	40
chr19	617871	618487	-	40
chr19	618587	618704	-	40
chr19	618761	618996	-	40
chr19	619111	619209	-	40
chr19	619297	619585	-	40
chr19	619766	619957	-	40
chr19	620081	620364	-	40
chr19	620488	621057	-	40
chr19	621847	622148	-	40
chr19	622374	622581	-	40
chr19	622753	622820	-	40
chr19	622986	623453	-	40
chr19	623604	624718	-	40
chr19	624906	625123	-	40
chr19	625213	629539	-	40
chr19	625255	629539	-	40
chr19	630169	632833	-	40
chr19	630940	632739	-	40
chr19	632939	633199	-	40
chr19	632939	633424	-	40
chr19	640140	643234	+	43
chr19	641269	643234	+	43
chr19	643339	643409	+	43
chr19	643339	643432	+	43
chr19	648278	648371	-	44
chr19	648488	648881	-	44
chr19	648976	649678	-	44
chr19	649749	650233	-	44
chr19	650297	651610	-	44
chr19	650297	651691	-	44
chr19	651785	652232	-	44
chr19	651811	652232	-	44
chr19	651823	652232	-	44
chr19	651856	652232	-	44
chr19	651916	652232	-	44
chr19	652297	652825	-	44
chr19	652885	661355	-	44
chr19	652885	662711	-	44
chr19	652885	663046	-	44
chr19	664512	667211	+	45
chr19	676527	677791	+	46
chr19	676527	679907	+	46
chr19	677978	680273	+	46
chr19	678084	680273	+	46
chr19	680490	681332	+	46
chr19	680775	681332	+	46
chr19	680813	681332	+	46
chr19	680880	681332	+	46
chr19	681561	681649	+	46
chr19	681674	681775	+	46
chr19	685923	686924	-	47
chr19	687189	691857	-	47
chr19	692003	694813	-	47
chr19	694971	695351	-	47
chr19	709152	726137	+	49
chr19	719658	726137	+	49
chr19	722908	726137	+	49
chr19	726190	727007	+	49
chr19	727089	727563	+	49
chr19	727695	731094	+	49
chr19	727865	731094	+	49
chr19	731246	734172	+	49
chr19	734195	736018	+	49
chr19	735065	736018	+	49
chr19	735111	736018	+	49
chr19	736079	740351	+	49
chr19	736079	746284	+	49
chr19	740484	746284	+	49
chr19	751172	756889	+	50
chr19	758727	759908	+	50
chr19	760040	761624	+	50
chr19	761664	763500	+	50
chr19	783331	784786	+	52
chr19	783331	784814	+	52
chr19	797506	799412	+	54
chr19	797506	803560	+	54
chr19	798546	799412	+	54
chr19	799444	803560	+	54
chr19	799444	807868	+	54
chr19	799444	808359	+	54
chr19	803637	804035	+	54
chr19	804209	804291	+	54
chr19	804439	804531	+	54
chr19	804439	804540	+	54
chr19	804703	804828	+	54
chr19	804940	805012	+	54
chr19	805188	805491	+	54
chr19	805188	805512	+	54
chr19	805188	806407	+	54
chr19	805570	806407	+	54
chr19	806557	807868	+	54
chr19	806557	808379	+	54
chr19	807903	808359	+	54
chr19	808453	808545	+	54
chr19	808763	810542	+	54
chr19	810621	810693	+	54
chr19	813896	814433	-	56
chr19	814572	814691	-	56
chr19	814608	814691	-	56
chr19	814750	814885	-	56
chr19	815082	815185	-	56
chr19	815328	815665	-	56
chr19	815852	821484	-	56
chr19	821586	821914	-	56
chr19	825198	828229	+	58
chr19	827905	828229	+	58
chr19	828387	829561	+	58
chr19	829707	830707	+	58
chr19	830942	831715	+	58
chr19	841070	843460	+	59
chr19	843627	843892	+	59
chr19	844035	846146	+	59
chr19	846378	847798	+	59
chr19	851035	852208	+	60
chr19	852396	852875	+	60
chr19	853033	853261	+	60
chr19	853404	855563	+	60
chr19	855795	855957	+	60
chr19	859745	860616	+	61
chr19	859766	860616	+	61
chr19	860774	860860	+	61
chr19	861006	861698	+	61
chr19	861957	863091	+	61
chr19	868252	868415	-	62
chr19	868500	868862	-	62
chr19	868947	871036	-	62
chr19	871254	871605	-	62
chr19	871254	871925	-	62
chr19	871254	873448	-	62
chr19	871663	871925	-	62
chr19	872119	872912	-	62
chr19	872119	873448	-	62
chr19	873010	873448	-	62
chr19	873583	875243	-	62
chr19	875345	891103	-	62
chr19	875455	876973	-	62
chr19	875455	879936	-	62
chr19	877181	879936	-	62
chr19	880149	881558	-	62
chr19	881715	884902	-	62
chr19	885009	885769	-	62
chr19	885009	889637	-	62
chr19	886202	889637	-	62
chr19	886202	890136	-	62
chr19	889808	890136	-	62
chr19	890245	890962	-	62
chr19	890424	890962	-	62
chr19	891150	892346	-	62
chr19	891150	893085	-	62
chr19	897541	899439	-	64
chr19	899496	899600	-	64
chr19	899687	900060	-	64
chr19	900147	900828	-	64
chr19	900953	901419	-	64
chr19	900953	901421	-	64
chr19	900953	901975	-	64
chr19	901547	901975	-	64
chr19	902068	913086	-	64
chr19	902131	902241	-	64
chr19	902131	913086	-	64
chr19	902435	902518	-	64
chr19	902435	913086	-	64
chr19	902628	913086	-	64
chr19	917747	918543	+	65
chr19	917747	919489	+	65
chr19	918669	919489	+	65
chr19	919626	919873	+	65
chr19	919626	920289	+	65
chr19	920107	920289	+	65
chr19	925921	929261	+	66
chr19	926060	929261	+	66
chr19	926198	929261	+	66
chr19	928489	928719	-	67
chr19	929146	929261	+	66
chr19	929897	932417	+	66
chr19	932743	960091	+	66
chr19	959437	960091	+	66
chr19	960165	964247	+	66
chr19	964432	964832	+	66
chr19	965081	966571	+	66
