chr19	60163	60520	-
chr19	60163	66345	-
chr19	60748	66345	-
chr19	61895	66345	-
chr19	64214	66345	-
chr19	65227	66345	-
chr19	66048	66345	-
chr19	66134	66345	-
chr19	66500	70927	-
chr19	66500	71430	-
chr19	71647	72170	+
chr19	72275	72584	+
chr19	76784	76885	-
chr19	77091	77329	-
chr19	94678	96404	+
chr19	107556	110624	+
chr19	159633	169803	-
chr19	169837	174558	-
chr19	182786	191119	-
chr19	191355	195031	-
chr19	195018	195062	+
chr19	195147	195493	-
chr19	195717	195903	-
chr19	195952	196658	-
chr19	198235	200577	+
chr19	198548	198692	-
chr19	199033	199174	-
chr19	201663	204839	-
chr19	229710	230083	-
chr19	281538	282133	-
chr19	282311	282751	-
chr19	282810	287473	-
chr19	287752	288019	-
chr19	288172	290951	-
chr19	288172	291284	-
chr19	288172	291325	-
chr19	288190	291284	-
chr19	305704	306056	+
chr19	306712	307118	-
chr19	307537	308576	-
chr19	308666	308800	-
chr19	308926	311844	-
chr19	311940	312190	-
chr19	312273	313491	-
chr19	313644	325634	-
chr19	325705	326506	-
chr19	326599	327132	-
chr19	327257	327863	-
chr19	327990	334399	-
chr19	327990	330263	-
chr19	330381	334399	-
chr19	334543	336082	-
chr19	334543	344773	-
chr19	336174	344773	-
chr19	336174	340513	-
chr19	362427	367064	-
chr19	367225	371204	-
chr19	367225	374298	-
chr19	371323	372630	-
chr19	372701	373469	-
chr19	373532	373939	-
chr19	373532	374298	-
chr19	374012	374298	-
chr19	374422	375662	-
chr19	397634	398689	+
chr19	408402	409005	-
chr19	417323	418922	-
chr19	419057	422145	-
chr19	422380	430683	-
chr19	422457	425096	-
chr19	425232	430683	-
chr19	430748	434708	-
chr19	434866	436164	-
chr19	435962	436164	-
chr19	436292	436379	-
chr19	436432	436629	-
chr19	436684	438717	-
chr19	438838	438969	-
chr19	439031	439232	-
chr19	439031	440861	-
chr19	439492	440861	-
chr19	440933	460528	-
chr19	464365	467648	-
chr19	467763	472393	-
chr19	467763	474620	-
chr19	472502	474620	-
chr19	490040	501668	+
chr19	490354	501540	-
chr19	496552	497832	+
chr19	496552	498495	+
chr19	498118	498495	+
chr19	498826	501668	+
chr19	498826	504744	+
chr19	501625	507375	-
chr19	501930	504744	+
chr19	507845	518888	+
chr19	532109	535836	+
chr19	535924	536242	+
chr19	536279	541360	+
chr19	536341	537012	+
chr19	537148	538677	+
chr19	537148	541338	+
chr19	537148	541345	+
chr19	537148	541183	+
chr19	537148	541342	+
chr19	538769	538931	+
chr19	541253	541338	+
chr19	541427	541813	+
chr19	544127	547279	+
chr19	544127	547283	+
chr19	547437	548541	+
chr19	548678	548921	+
chr19	549186	549629	+
chr19	567625	571439	-
chr19	567649	571439	-
chr19	571580	580378	+
chr19	571580	579499	+
chr19	571597	571696	-
chr19	571597	572108	-
chr19	572702	577773	+
chr19	572702	579499	+
chr19	572702	579523	+
chr19	575141	577773	+
chr19	575141	579499	+
chr19	575387	579499	+
chr19	578122	579499	+
chr19	579657	580378	+
chr19	580462	580645	+
chr19	580783	581314	+
chr19	581592	582305	+
chr19	582331	582513	+
chr19	582583	582749	+
chr19	590578	603543	+
chr19	603968	605060	+
chr19	605223	607963	+
chr19	608183	610258	+
chr19	610406	613247	+
chr19	613489	613851	+
chr19	614017	615794	+
chr19	615941	616708	-
chr19	617324	617418	-
chr19	617481	617569	-
chr19	617656	617776	-
chr19	617850	618487	-
chr19	617871	618487	-
chr19	618587	618704	-
chr19	618761	618996	-
chr19	619111	619209	-
chr19	619297	619585	-
chr19	619766	619957	-
chr19	620081	620364	-
chr19	620488	621057	-
chr19	621847	622148	-
chr19	622374	622581	-
chr19	622753	622820	-
chr19	622986	623453	-
chr19	623604	624718	-
chr19	624906	625123	-
chr19	625213	629539	-
chr19	625255	629539	-
chr19	630169	632833	-
chr19	630940	632739	-
chr19	632939	633199	-
chr19	632939	633424	-
chr19	640140	643234	+
chr19	641269	643234	+
chr19	643339	643432	+
chr19	643339	643409	+
