chr19	66499	71139	2	2	0	3	0	75
chr19	66500	70927	0	0	1	2	0	27
chr19	72274	72583	1	1	0	3	0	39
chr19	191354	195502	2	2	0	2	0	45
chr19	191354	208325	2	2	0	9	0	55
chr19	201662	201754	2	2	0	9	1	57
chr19	201662	205168	2	2	0	22	12	58
chr19	201813	203873	2	2	0	1	0	14
chr19	204065	204842	2	2	0	3	0	43
chr19	204065	205168	2	2	0	4	1	58
chr19	204065	208325	2	2	0	7	0	42
chr19	205076	205168	2	2	0	5	11	46
chr19	205227	205453	2	2	0	3	0	48
chr19	205227	208325	2	2	0	0	7	58
chr19	205227	221139	2	2	0	0	4	15
chr19	208391	209234	2	2	0	1	0	53
chr19	208391	211760	2	2	0	2	1	43
chr19	208391	221139	2	2	0	1	0	50
chr19	209432	209767	2	2	0	2	0	29
chr19	209866	211760	2	2	0	1	0	54
chr19	210646	211501	2	2	0	3	0	23
chr19	211885	221139	2	2	0	1	0	34
chr19	221205	223626	2	2	0	1	0	52
chr19	221205	223965	2	2	0	1	0	33
chr19	221205	229634	2	2	0	1	0	36
chr19	224048	229634	2	2	0	10	0	65
chr19	233542	234424	2	2	0	12	0	67
chr19	234641	237934	2	2	0	16	0	72
chr19	238067	239128	2	2	0	3	0	62
chr19	239239	246395	2	2	0	3	0	65
chr19	281537	282132	2	2	0	14	0	61
chr19	282810	287473	0	0	1	8	0	62
chr19	287751	288018	2	2	0	17	0	58
chr19	288172	291284	0	0	1	16	0	66
chr19	306711	307117	2	2	0	35	0	73
chr19	307537	308576	0	0	1	21	0	74
chr19	308665	308799	2	2	0	14	0	75
chr19	308665	308820	2	2	0	4	0	73
chr19	308926	311844	0	0	1	21	0	70
chr19	311940	312190	0	0	1	14	0	73
chr19	312058	312171	1	3	0	4	1	35
chr19	312272	313490	2	2	0	2	0	53
chr19	312273	313491	0	0	1	24	0	72
chr19	313643	325633	2	2	0	24	0	71
chr19	325705	326506	0	0	1	24	0	63
chr19	326598	327127	2	2	0	1	0	25
chr19	326598	327131	2	2	0	24	0	75
chr19	327256	327862	2	2	0	34	0	74
chr19	327990	334399	0	0	1	25	0	73
chr19	330381	334399	0	0	1	2	0	9
chr19	334543	336082	0	0	1	4	0	68
chr19	336173	343808	2	2	0	1	0	47
chr19	362426	367063	2	2	0	1	0	36
chr19	367225	371204	0	0	1	2	0	46
chr19	372701	373469	0	0	1	2	0	62
chr19	373532	373939	0	0	1	1	0	20
chr19	373532	374298	0	0	1	2	0	9
chr19	374721	374975	1	1	0	3	0	63
chr19	375123	384599	1	1	0	4	0	49
chr19	375123	386584	1	1	0	1	0	61
chr19	382249	382284	1	1	0	1	0	54
chr19	384729	385122	1	1	0	1	0	54
chr19	384962	385045	1	1	0	3	0	48
chr19	385215	386584	1	1	0	1	0	61
chr19	408402	409005	0	0	1	60	0	71
chr19	417322	417433	2	2	0	1	0	19
chr19	417323	418922	0	0	1	102	0	75
chr19	419057	422145	0	0	1	125	0	75
chr19	422456	425095	2	2	0	64	0	73
chr19	425232	430683	0	0	1	107	0	65
chr19	428873	428971	2	2	0	0	1	24
chr19	428873	429168	2	2	0	0	1	24
chr19	428873	429315	2	2	0	0	1	24
chr19	428873	429364	2	2	0	0	1	24
chr19	428873	429511	2	2	0	0	1	24
chr19	428873	429560	2	2	0	0	1	24
chr19	428873	429707	2	2	0	0	1	24
chr19	428873	429756	2	2	0	0	1	24
chr19	428873	429854	2	2	0	0	1	24
chr19	428873	430001	2	2	0	0	1	24
chr19	428998	429488	2	2	0	0	1	23
chr19	429120	429168	2	2	0	0	1	71
chr19	429120	429364	2	2	0	0	1	71
chr19	429195	429488	2	2	0	0	1	23
chr19	429342	429488	2	2	0	1	1	23
chr19	429391	429488	2	2	0	0	1	23
chr19	429489	429978	2	2	0	1	0	44
chr19	429512	429756	2	2	0	0	1	23
chr19	429636	429684	2	2	0	1	0	67
chr19	430747	434707	2	2	0	2	0	61
chr19	430748	434708	0	0	1	80	0	65
chr19	434866	436164	0	0	1	42	2	75
chr19	436292	436379	0	0	1	60	41	74
chr19	436398	436628	2	2	0	3	0	18
chr19	436431	436628	2	2	0	21	69	52
chr19	436432	436629	0	0	1	21	69	52
chr19	436458	436628	2	2	0	2	0	57
chr19	436683	438716	2	2	0	8	77	53
chr19	436684	438717	0	0	1	83	81	71
chr19	438837	438968	2	2	0	39	49	62
chr19	438838	438969	0	0	1	39	60	68
chr19	439030	440860	2	2	0	10	36	60
chr19	439031	440861	0	0	1	50	37	63
chr19	440932	444938	2	2	0	1	0	28
chr19	440932	478993	2	2	0	1	0	29
chr19	440933	460528	0	0	1	89	33	71
chr19	441628	460527	2	2	0	1	0	20
chr19	452215	452279	1	1	0	0	1	40
chr19	452345	452474	1	1	0	0	2	58
chr19	452410	452474	1	1	0	0	1	29
chr19	456816	456873	2	2	0	1	0	59
chr19	457107	457357	2	2	0	0	1	61
chr19	457113	457175	2	2	0	1	0	26
chr19	457233	457357	2	2	0	0	1	61
chr19	458329	458497	1	1	0	0	1	39
chr19	458551	458699	1	1	0	0	1	62
chr19	464365	467648	0	0	1	6	0	61
chr19	467762	472152	2	2	0	1	0	73
chr19	467762	501539	2	2	0	1	0	27
chr19	480294	501539	2	2	0	1	0	25
chr19	480597	480836	1	1	0	1	0	31
chr19	490039	491429	1	1	0	1	0	12
chr19	490353	497916	2	2	0	1	0	69
chr19	490354	501540	0	0	1	1	0	24
chr19	491538	492449	1	1	0	1	0	14
chr19	496105	497916	2	2	0	1	0	45
chr19	496552	497832	0	0	1	2	0	50
chr19	498117	498494	1	1	0	7	0	69
chr19	498825	499164	1	1	0	1	0	74
chr19	498825	501667	1	1	0	2	0	19
chr19	498825	504743	1	1	0	1	0	72
chr19	499306	501667	1	1	0	1	0	55
chr19	501624	507374	2	2	0	1	0	59
chr19	501625	507375	0	0	1	1	0	23
chr19	501708	501731	2	2	0	2	0	18
chr19	507845	518888	0	0	1	73	0	72
chr19	513621	513684	2	2	0	1	2	69
chr19	513621	513716	2	2	0	0	2	56
chr19	513685	513748	2	2	0	2	0	66
chr19	519405	519720	1	1	0	1	0	44
chr19	524855	525074	2	2	0	1	0	53
chr19	532109	535836	0	0	1	176	0	75
chr19	534480	534524	2	2	0	2	1	61
chr19	534480	534612	2	2	0	0	1	18
chr19	534525	534612	2	2	0	0	2	32
chr19	534569	534612	2	2	0	0	1	62
chr19	534569	534656	2	2	0	0	1	62
chr19	534569	534700	2	2	0	0	1	62
chr19	535923	536241	1	1	0	184	0	75
chr19	536340	537011	1	1	0	2	1	26
chr19	536341	537012	0	0	1	153	2	74
chr19	537147	541337	1	1	0	4	0	46
chr19	537147	541341	1	1	0	11	0	63
chr19	537148	538677	0	0	1	5	0	65
chr19	537148	541338	0	0	1	217	2	75
chr19	537596	537900	2	2	0	2	0	22
chr19	540049	540086	1	1	0	3	1	48
chr19	541253	541338	0	0	1	1	0	19
chr19	547437	548541	0	0	1	5	0	68
chr19	548677	548920	1	1	0	2	0	41
chr19	549186	549629	0	0	1	2	0	68
chr19	567625	571439	0	0	1	2	0	75
chr19	572701	577772	1	1	0	9	0	70
chr19	572701	579498	1	1	0	414	2	75
chr19	572701	580377	1	1	0	1	0	71
chr19	578121	579498	1	1	0	1	0	39
chr19	579657	580378	0	0	1	1406	6	75
chr19	580461	580644	1	1	0	66	30	75
chr19	580461	580654	1	1	0	2	0	71
chr19	580462	580645	0	0	1	1065	60	75
chr19	580782	581313	1	1	0	28	60	71
chr19	580783	581314	0	0	1	1041	63	75
chr19	581415	581523	1	1	0	1	0	28
chr19	581591	582304	1	1	0	1041	2	28
chr19	582331	582513	0	0	1	1240	2	47
chr19	582582	582748	1	1	0	47	0	69
chr19	582583	582749	0	0	1	1149	1	72
chr19	590577	591737	1	1	0	1	0	54
chr19	590577	603387	1	1	0	1	0	46
chr19	590578	603543	0	0	1	155	0	75
chr19	597626	597827	1	1	0	1	0	30
chr19	603967	605059	1	1	0	212	0	75
chr19	605222	607962	1	1	0	116	0	74
chr19	605222	610257	1	1	0	2	0	31
chr19	605382	605797	1	1	0	0	1	42
chr19	605486	605797	1	1	0	0	1	42
chr19	605642	605797	1	1	0	0	1	42
chr19	605694	605797	1	1	0	0	1	42
chr19	605746	605797	1	1	0	0	1	42
chr19	608182	610257	1	1	0	111	4	75
chr19	610405	613246	1	1	0	1	0	41
chr19	610405	613249	1	1	0	1	0	64
chr19	610406	613247	0	0	1	155	2	75
chr19	613488	613850	1	1	0	111	0	74
chr19	614016	615793	1	1	0	1	0	21
chr19	614016	615861	1	1	0	1	0	60
chr19	614017	615794	0	0	1	121	0	74
chr19	617324	617418	0	0	1	20	0	58
chr19	617480	617568	2	2	0	33	1	61
chr19	617655	617775	2	2	0	3	0	44
chr19	617655	618486	2	2	0	1	0	47
chr19	617656	617776	0	0	1	25	0	75
chr19	617849	618486	2	2	0	7	0	64
chr19	617850	618487	0	0	1	120	0	72
chr19	617871	618487	0	0	1	2	0	74
chr19	618587	618704	0	0	1	53	0	56
chr19	618761	618996	0	0	1	43	0	56
chr19	619111	619209	0	0	1	41	0	74
chr19	619296	619584	2	2	0	3	0	30
chr19	619297	619585	0	0	1	114	0	73
chr19	619765	619956	2	2	0	0	1	15
chr19	619766	619957	0	0	1	70	6	75
chr19	620080	620363	2	2	0	16	7	67
chr19	620081	620364	0	0	1	65	7	75
chr19	620487	621056	2	2	0	7	4	17
chr19	620488	621057	0	0	1	57	5	72
chr19	621847	622148	0	0	1	77	0	74
chr19	622374	622581	0	0	1	39	0	74
chr19	622743	622819	2	2	0	3	0	71
